Flight ID,Flight Number,Date,Route ID,Origin,Destination,Aircraft Type,Scheduled Departure,Actual Departure,Scheduled Arrival,Actual Arrival,Departure Delay Minutes,Flight Status,Passengers,Capacity,Load Factor,Day of Week,Month,Departure Hour,Peak Period,On-Time Flag,Route,Origin City,Origin Region,Destination City,Destination Region,Origin Airport Name,Origin Country,Destination Airport Name,Destination Country,Aircraft Name,Aircraft Age,Aircraft Category,Year,Month Number,Month Name,Year Month,Quarter,Day,Day of Week Number,Weekend Flag,Operated Flag,Cancelled Flag,On Time Flight Flag
FLT-20260316-006,AI0246,2026-03-16,24,BLR,PNQ,B737 MAX 8,2026-03-16 20:30:00,2026-03-16 20:41:00,2026-03-16 22:29:00,2026-03-16 22:37:00,11.0,Operated,141,189,0.746,Monday,2026-03,20,Peak,1.0,BLR-PNQ,Bengaluru,South,Pune,West,Kempegowda International,India,Pune International,India,Boeing 737 MAX 8,3,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-007,AI0417,2026-03-16,41,COK,TRV,A320-200,2026-03-16 13:35:00,2026-03-16 13:44:00,2026-03-16 16:41:00,2026-03-16 16:53:00,9.0,Operated,151,180,0.8389,Monday,2026-03,13,Off-Peak,1.0,COK-TRV,Kochi,South,Thiruvananthapuram,South,Cochin International,India,Trivandrum International,India,Airbus A320-200,8,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-008,AI0128,2026-03-16,12,BOM,MAA,A320-200,2026-03-16 22:25:00,2026-03-16 22:25:00,2026-03-17 00:12:00,2026-03-17 00:21:00,0.0,Operated,126,180,0.7,Monday,2026-03,22,Off-Peak,1.0,BOM-MAA,Mumbai,West,Chennai,South,Chhatrapati Shivaji Maharaj International,India,Chennai International,India,Airbus A320-200,8,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-009,AI0361,2026-03-16,36,HYD,BOM,A320neo,2026-03-16 23:10:00,2026-03-16 23:26:00,2026-03-17 01:40:00,2026-03-17 01:43:00,16.0,Operated,142,186,0.7634,Monday,2026-03,23,Off-Peak,0.0,HYD-BOM,Hyderabad,South,Mumbai,West,Rajiv Gandhi International,India,Chhatrapati Shivaji Maharaj International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-010,AI0362,2026-03-16,36,HYD,BOM,A320neo,2026-03-16 15:00:00,2026-03-16 15:05:00,2026-03-16 18:24:00,2026-03-16 18:34:00,5.0,Operated,141,186,0.7581,Monday,2026-03,15,Off-Peak,1.0,HYD-BOM,Hyderabad,South,Mumbai,West,Rajiv Gandhi International,India,Chhatrapati Shivaji Maharaj International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-011,AI0293,2026-03-16,29,MAA,CCU,A330-300,2026-03-16 21:25:00,2026-03-16 21:37:00,2026-03-17 00:04:00,2026-03-17 00:23:00,12.0,Operated,270,300,0.9,Monday,2026-03,21,Peak,1.0,MAA-CCU,Chennai,South,Kolkata,East,Chennai International,India,Netaji Subhas Chandra Bose International,India,Airbus A330-300,12,Wide-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-012,AI0464,2026-03-16,46,PNQ,AMD,B737 MAX 8,2026-03-16 16:00:00,2026-03-16 16:14:00,2026-03-16 17:54:00,2026-03-16 18:09:00,14.0,Operated,164,189,0.8677,Monday,2026-03,16,Off-Peak,1.0,PNQ-AMD,Pune,West,Ahmedabad,West,Pune International,India,Sardar Vallabhbhai Patel International,India,Boeing 737 MAX 8,3,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-013,AI0515,2026-03-16,51,DEL,PAT,A320neo,2026-03-16 10:15:00,2026-03-16 10:42:00,2026-03-16 12:49:00,2026-03-16 13:14:00,27.0,Operated,170,186,0.914,Monday,2026-03,10,Peak,0.0,DEL-PAT,Delhi,North,Patna,East,Indira Gandhi International,India,Jay Prakash Narayan International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-014,AI0526,2026-03-16,52,BLR,IXM,ATR72-600,2026-03-16 10:05:00,2026-03-16 10:32:00,2026-03-16 12:23:00,2026-03-16 12:38:00,27.0,Operated,70,72,0.9722,Monday,2026-03,10,Peak,0.0,BLR-IXM,Bengaluru,South,Madurai,South,Kempegowda International,India,Madurai International,India,ATR 72-600,6,Regional,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-015,AI0267,2026-03-16,26,BLR,DEL,ATR72-600,2026-03-16 16:05:00,2026-03-16 16:20:00,2026-03-16 19:20:00,2026-03-16 19:32:00,15.0,Operated,63,72,0.875,Monday,2026-03,16,Off-Peak,1.0,BLR-DEL,Bengaluru,South,Delhi,North,Kempegowda International,India,Indira Gandhi International,India,ATR 72-600,6,Regional,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-016,AI0508,2026-03-16,50,DEL,IXC,A321neo,2026-03-16 21:20:00,2026-03-16 22:05:00,2026-03-16 23:51:00,2026-03-17 00:23:00,45.0,Operated,205,220,0.9318,Monday,2026-03,21,Peak,0.0,DEL-IXC,Delhi,North,Chandigarh,North,Indira Gandhi International,India,Chandigarh International,India,Airbus A321neo,4,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-017,AI0381,2026-03-16,38,CCU,BBS,A320neo,2026-03-16 19:35:00,2026-03-16 19:42:00,2026-03-16 22:42:00,2026-03-16 22:49:00,7.0,Operated,184,186,0.9892,Monday,2026-03,19,Peak,1.0,CCU-BBS,Kolkata,East,Bhubaneswar,East,Netaji Subhas Chandra Bose International,India,Biju Patnaik International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-018,AI0042,2026-03-16,4,DEL,HYD,ATR72-600,2026-03-16 12:15:00,2026-03-16 12:27:00,2026-03-16 14:45:00,2026-03-16 15:09:00,12.0,Operated,51,72,0.7083,Monday,2026-03,12,Off-Peak,1.0,DEL-HYD,Delhi,North,Hyderabad,South,Indira Gandhi International,India,Rajiv Gandhi International,India,ATR 72-600,6,Regional,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-019,AI0053,2026-03-16,5,DEL,CCU,ATR72-600,2026-03-16 07:25:00,2026-03-16 07:41:00,2026-03-16 09:03:00,2026-03-16 09:11:00,16.0,Operated,64,72,0.8889,Monday,2026-03,7,Peak,0.0,DEL-CCU,Delhi,North,Kolkata,East,Indira Gandhi International,India,Netaji Subhas Chandra Bose International,India,ATR 72-600,6,Regional,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-020,AI0554,2026-03-16,55,BOM,NAG,B737-800,2026-03-16 12:40:00,2026-03-16 12:51:00,2026-03-16 14:02:00,2026-03-16 14:13:00,11.0,Operated,131,174,0.7529,Monday,2026-03,12,Off-Peak,1.0,BOM-NAG,Mumbai,West,Nagpur,Central,Chhatrapati Shivaji Maharaj International,India,Dr. Babasaheb Ambedkar International,India,Boeing 737-800,10,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-021,AI0195,2026-03-16,19,BOM,JAI,A320neo,2026-03-16 23:25:00,2026-03-16 23:25:00,2026-03-17 02:00:00,2026-03-17 02:00:00,0.0,Operated,158,186,0.8495,Monday,2026-03,23,Off-Peak,1.0,BOM-JAI,Mumbai,West,Jaipur,North,Chhatrapati Shivaji Maharaj International,India,Jaipur International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-022,AI0356,2026-03-16,35,HYD,DEL,E190-E2,2026-03-16 14:10:00,2026-03-16 14:27:00,2026-03-16 17:50:00,2026-03-16 17:57:00,17.0,Operated,77,114,0.6754,Monday,2026-03,14,Off-Peak,0.0,HYD-DEL,Hyderabad,South,Delhi,North,Rajiv Gandhi International,India,Indira Gandhi International,India,Embraer E190-E2,2,Regional,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-023,AI0057,2026-03-16,5,DEL,CCU,A320-200,2026-03-16 15:35:00,2026-03-16 16:13:00,2026-03-16 18:19:00,2026-03-16 18:55:00,38.0,Operated,164,180,0.9111,Monday,2026-03,15,Off-Peak,0.0,DEL-CCU,Delhi,North,Kolkata,East,Indira Gandhi International,India,Netaji Subhas Chandra Bose International,India,Airbus A320-200,8,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-024,AI0078,2026-03-16,7,DEL,GOI,ATR72-600,2026-03-16 22:45:00,,2026-03-17 00:41:00,,,Cancelled,0,72,0.0,Monday,2026-03,22,Off-Peak,,DEL-GOI,Delhi,North,Goa,West,Indira Gandhi International,India,Manohar International,India,ATR 72-600,6,Regional,2026,3,March,2026-03,Q1,16,1,Weekday,0,1,0
FLT-20260316-025,AI0321,2026-03-16,32,HYD,CCU,A320neo,2026-03-16 21:35:00,2026-03-16 21:50:00,2026-03-17 00:28:00,2026-03-17 00:44:00,15.0,Operated,141,186,0.7581,Monday,2026-03,21,Peak,1.0,HYD-CCU,Hyderabad,South,Kolkata,East,Rajiv Gandhi International,India,Netaji Subhas Chandra Bose International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-026,AI0032,2026-03-16,3,DEL,MAA,B737 MAX 8,2026-03-16 22:20:00,2026-03-16 22:32:00,2026-03-17 01:08:00,2026-03-17 01:31:00,12.0,Operated,115,189,0.6085,Monday,2026-03,22,Off-Peak,1.0,DEL-MAA,Delhi,North,Chennai,South,Indira Gandhi International,India,Chennai International,India,Boeing 737 MAX 8,3,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-027,AI0243,2026-03-16,24,BLR,PNQ,B737-800,2026-03-16 10:35:00,2026-03-16 10:47:00,2026-03-16 14:05:00,2026-03-16 14:21:00,12.0,Operated,131,174,0.7529,Monday,2026-03,10,Peak,1.0,BLR-PNQ,Bengaluru,South,Pune,West,Kempegowda International,India,Pune International,India,Boeing 737-800,10,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-028,AI0214,2026-03-16,21,BLR,HYD,A320-200,2026-03-16 14:55:00,2026-03-16 15:35:00,2026-03-16 17:38:00,2026-03-16 18:20:00,40.0,Operated,156,180,0.8667,Monday,2026-03,14,Off-Peak,0.0,BLR-HYD,Bengaluru,South,Hyderabad,South,Kempegowda International,India,Rajiv Gandhi International,India,Airbus A320-200,8,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-029,AI0065,2026-03-16,6,DEL,COK,A320neo,2026-03-16 07:25:00,2026-03-16 07:46:00,2026-03-16 10:38:00,2026-03-16 11:02:00,21.0,Operated,164,186,0.8817,Monday,2026-03,7,Peak,0.0,DEL-COK,Delhi,North,Kochi,South,Indira Gandhi International,India,Cochin International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-030,AI0336,2026-03-16,33,HYD,COK,E190-E2,2026-03-16 18:40:00,2026-03-16 19:11:00,2026-03-16 21:09:00,2026-03-16 21:38:00,31.0,Operated,94,114,0.8246,Monday,2026-03,18,Peak,0.0,HYD-COK,Hyderabad,South,Kochi,South,Rajiv Gandhi International,India,Cochin International,India,Embraer E190-E2,2,Regional,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-031,AI0077,2026-03-16,7,DEL,GOI,A320-200,2026-03-16 13:35:00,2026-03-16 13:39:00,2026-03-16 16:01:00,2026-03-16 16:01:00,4.0,Operated,152,180,0.8444,Monday,2026-03,13,Off-Peak,1.0,DEL-GOI,Delhi,North,Goa,West,Indira Gandhi International,India,Manohar International,India,Airbus A320-200,8,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-032,AI0048,2026-03-16,4,DEL,HYD,A320neo,2026-03-16 09:40:00,2026-03-16 09:43:00,2026-03-16 11:56:00,2026-03-16 12:02:00,3.0,Operated,154,186,0.828,Monday,2026-03,9,Peak,1.0,DEL-HYD,Delhi,North,Hyderabad,South,Indira Gandhi International,India,Rajiv Gandhi International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-033,AI0061,2026-03-16,6,DEL,COK,A320neo,2026-03-16 09:25:00,2026-03-16 09:52:00,2026-03-16 11:18:00,2026-03-16 11:41:00,27.0,Operated,161,186,0.8656,Monday,2026-03,9,Peak,0.0,DEL-COK,Delhi,North,Kochi,South,Indira Gandhi International,India,Cochin International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-034,AI0392,2026-03-16,39,CCU,DEL,A320neo,2026-03-16 15:05:00,2026-03-16 15:27:00,2026-03-16 18:19:00,2026-03-16 18:46:00,22.0,Operated,124,186,0.6667,Monday,2026-03,15,Off-Peak,0.0,CCU-DEL,Kolkata,East,Delhi,North,Netaji Subhas Chandra Bose International,India,Indira Gandhi International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-035,AI0383,2026-03-16,38,CCU,BBS,B737-800,2026-03-16 22:35:00,2026-03-16 22:53:00,2026-03-17 00:51:00,2026-03-17 01:05:00,18.0,Operated,172,174,0.9885,Monday,2026-03,22,Off-Peak,0.0,CCU-BBS,Kolkata,East,Bhubaneswar,East,Netaji Subhas Chandra Bose International,India,Biju Patnaik International,India,Boeing 737-800,10,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-036,AI0164,2026-03-16,16,BOM,GOI,A320-200,2026-03-16 09:15:00,2026-03-16 09:15:00,2026-03-16 10:43:00,2026-03-16 11:00:00,0.0,Operated,157,180,0.8722,Monday,2026-03,9,Peak,1.0,BOM-GOI,Mumbai,West,Goa,West,Chhatrapati Shivaji Maharaj International,India,Manohar International,India,Airbus A320-200,8,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-037,AI0335,2026-03-16,33,HYD,COK,A320-200,2026-03-16 07:45:00,2026-03-16 07:54:00,2026-03-16 09:28:00,2026-03-16 09:45:00,9.0,Operated,164,180,0.9111,Monday,2026-03,7,Peak,1.0,HYD-COK,Hyderabad,South,Kochi,South,Rajiv Gandhi International,India,Cochin International,India,Airbus A320-200,8,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-038,AI0036,2026-03-16,3,DEL,MAA,ATR72-600,2026-03-16 21:45:00,2026-03-16 22:06:00,2026-03-16 23:39:00,2026-03-17 00:16:00,21.0,Operated,51,72,0.7083,Monday,2026-03,21,Peak,0.0,DEL-MAA,Delhi,North,Chennai,South,Indira Gandhi International,India,Chennai International,India,ATR 72-600,6,Regional,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-039,AI0067,2026-03-16,6,DEL,COK,A320-200,2026-03-16 12:10:00,2026-03-16 12:04:00,2026-03-16 15:34:00,2026-03-16 15:50:00,0.0,Operated,157,180,0.8722,Monday,2026-03,12,Off-Peak,1.0,DEL-COK,Delhi,North,Kochi,South,Indira Gandhi International,India,Cochin International,India,Airbus A320-200,8,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-040,AI0168,2026-03-16,16,BOM,GOI,ATR72-600,2026-03-16 19:15:00,2026-03-16 19:26:00,2026-03-16 20:54:00,2026-03-16 21:00:00,11.0,Operated,53,72,0.7361,Monday,2026-03,19,Peak,1.0,BOM-GOI,Mumbai,West,Goa,West,Chhatrapati Shivaji Maharaj International,India,Manohar International,India,ATR 72-600,6,Regional,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-041,AI0481,2026-03-16,48,DEL,LKO,ATR72-600,2026-03-16 20:40:00,2026-03-16 20:59:00,2026-03-16 23:30:00,2026-03-16 23:47:00,19.0,Operated,56,72,0.7778,Monday,2026-03,20,Peak,0.0,DEL-LKO,Delhi,North,Lucknow,North,Indira Gandhi International,India,Chaudhary Charan Singh International,India,ATR 72-600,6,Regional,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-042,AI0142,2026-03-16,14,BOM,CCU,B737-800,2026-03-16 17:40:00,2026-03-16 17:51:00,2026-03-16 21:06:00,2026-03-16 21:13:00,11.0,Operated,119,174,0.6839,Monday,2026-03,17,Peak,1.0,BOM-CCU,Mumbai,West,Kolkata,East,Chhatrapati Shivaji Maharaj International,India,Netaji Subhas Chandra Bose International,India,Boeing 737-800,10,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-043,AI0473,2026-03-16,47,PNQ,BLR,E190-E2,2026-03-16 07:45:00,2026-03-16 07:42:00,2026-03-16 09:32:00,2026-03-16 09:56:00,0.0,Operated,107,114,0.9386,Monday,2026-03,7,Peak,1.0,PNQ-BLR,Pune,West,Bengaluru,South,Pune International,India,Kempegowda International,India,Embraer E190-E2,2,Regional,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-044,AI0104,2026-03-16,10,DEL,JAI,B737-800,2026-03-16 17:15:00,2026-03-16 17:34:00,2026-03-16 19:53:00,2026-03-16 20:07:00,19.0,Operated,148,174,0.8506,Monday,2026-03,17,Peak,0.0,DEL-JAI,Delhi,North,Jaipur,North,Indira Gandhi International,India,Jaipur International,India,Boeing 737-800,10,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-045,AI0385,2026-03-16,38,CCU,BBS,E190-E2,2026-03-16 19:05:00,2026-03-16 19:04:00,2026-03-16 20:47:00,2026-03-16 20:54:00,0.0,Operated,79,114,0.693,Monday,2026-03,19,Peak,1.0,CCU-BBS,Kolkata,East,Bhubaneswar,East,Netaji Subhas Chandra Bose International,India,Biju Patnaik International,India,Embraer E190-E2,2,Regional,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-046,AI0296,2026-03-16,29,MAA,CCU,A320neo,2026-03-16 13:55:00,2026-03-16 14:13:00,2026-03-16 16:22:00,2026-03-16 16:37:00,18.0,Operated,148,186,0.7957,Monday,2026-03,13,Off-Peak,0.0,MAA-CCU,Chennai,South,Kolkata,East,Chennai International,India,Netaji Subhas Chandra Bose International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-047,AI0207,2026-03-16,20,BLR,MAA,A320-200,2026-03-16 11:05:00,2026-03-16 11:14:00,2026-03-16 14:31:00,2026-03-16 14:35:00,9.0,Operated,155,180,0.8611,Monday,2026-03,11,Off-Peak,1.0,BLR-MAA,Bengaluru,South,Chennai,South,Kempegowda International,India,Chennai International,India,Airbus A320-200,8,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-048,AI0348,2026-03-16,34,HYD,GOI,ATR72-600,2026-03-16 21:15:00,2026-03-16 21:37:00,2026-03-16 23:34:00,2026-03-17 00:06:00,22.0,Operated,60,72,0.8333,Monday,2026-03,21,Peak,0.0,HYD-GOI,Hyderabad,South,Goa,West,Rajiv Gandhi International,India,Manohar International,India,ATR 72-600,6,Regional,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-049,AI0291,2026-03-16,29,MAA,CCU,E190-E2,2026-03-16 17:50:00,2026-03-16 18:20:00,2026-03-16 20:02:00,2026-03-16 20:58:00,30.0,Operated,88,114,0.7719,Monday,2026-03,17,Peak,0.0,MAA-CCU,Chennai,South,Kolkata,East,Chennai International,India,Netaji Subhas Chandra Bose International,India,Embraer E190-E2,2,Regional,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-050,AI0432,2026-03-16,43,COK,BLR,A320-200,2026-03-16 16:45:00,2026-03-16 16:45:00,2026-03-16 19:25:00,2026-03-16 19:25:00,0.0,Operated,148,180,0.8222,Monday,2026-03,16,Off-Peak,1.0,COK-BLR,Kochi,South,Bengaluru,South,Cochin International,India,Kempegowda International,India,Airbus A320-200,8,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-051,AI0393,2026-03-16,39,CCU,DEL,E190-E2,2026-03-16 14:15:00,2026-03-16 14:19:00,2026-03-16 17:22:00,2026-03-16 17:22:00,4.0,Operated,87,114,0.7632,Monday,2026-03,14,Off-Peak,1.0,CCU-DEL,Kolkata,East,Delhi,North,Netaji Subhas Chandra Bose International,India,Indira Gandhi International,India,Embraer E190-E2,2,Regional,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-052,AI0014,2026-03-16,1,DEL,BOM,A330-300,2026-03-16 22:40:00,2026-03-16 23:10:00,2026-03-17 00:13:00,2026-03-17 00:32:00,30.0,Operated,280,300,0.9333,Monday,2026-03,22,Off-Peak,0.0,DEL-BOM,Delhi,North,Mumbai,West,Indira Gandhi International,India,Chhatrapati Shivaji Maharaj International,India,Airbus A330-300,12,Wide-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-053,AI0015,2026-03-16,1,DEL,BOM,A320neo,2026-03-16 10:30:00,2026-03-16 10:32:00,2026-03-16 12:01:00,2026-03-16 12:09:00,2.0,Operated,149,186,0.8011,Monday,2026-03,10,Peak,1.0,DEL-BOM,Delhi,North,Mumbai,West,Indira Gandhi International,India,Chhatrapati Shivaji Maharaj International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-054,AI0486,2026-03-16,48,DEL,LKO,A320neo,2026-03-16 12:20:00,2026-03-16 12:32:00,2026-03-16 15:37:00,2026-03-16 16:04:00,12.0,Operated,137,186,0.7366,Monday,2026-03,12,Off-Peak,1.0,DEL-LKO,Delhi,North,Lucknow,North,Indira Gandhi International,India,Chaudhary Charan Singh International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-055,AI0077,2026-03-16,7,DEL,GOI,B737 MAX 8,2026-03-16 18:55:00,2026-03-16 19:20:00,2026-03-16 21:49:00,2026-03-16 22:13:00,25.0,Operated,133,189,0.7037,Monday,2026-03,18,Peak,0.0,DEL-GOI,Delhi,North,Goa,West,Indira Gandhi International,India,Manohar International,India,Boeing 737 MAX 8,3,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-056,AI0558,2026-03-16,55,BOM,NAG,A320neo,2026-03-16 05:25:00,2026-03-16 05:41:00,2026-03-16 07:52:00,2026-03-16 08:04:00,16.0,Operated,139,186,0.7473,Monday,2026-03,5,Off-Peak,0.0,BOM-NAG,Mumbai,West,Nagpur,Central,Chhatrapati Shivaji Maharaj International,India,Dr. Babasaheb Ambedkar International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-057,AI0041,2026-03-16,4,DEL,HYD,B737-800,2026-03-16 12:20:00,2026-03-16 12:33:00,2026-03-16 13:45:00,2026-03-16 13:55:00,13.0,Operated,133,174,0.7644,Monday,2026-03,12,Off-Peak,1.0,DEL-HYD,Delhi,North,Hyderabad,South,Indira Gandhi International,India,Rajiv Gandhi International,India,Boeing 737-800,10,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-058,AI0552,2026-03-16,55,BOM,NAG,A320-200,2026-03-16 21:55:00,2026-03-16 22:11:00,2026-03-17 01:06:00,2026-03-17 01:44:00,16.0,Operated,128,180,0.7111,Monday,2026-03,21,Peak,0.0,BOM-NAG,Mumbai,West,Nagpur,Central,Chhatrapati Shivaji Maharaj International,India,Dr. Babasaheb Ambedkar International,India,Airbus A320-200,8,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-059,AI0373,2026-03-16,37,CCU,GAU,A320neo,2026-03-16 14:20:00,2026-03-16 14:20:00,2026-03-16 16:22:00,2026-03-16 16:22:00,0.0,Operated,130,186,0.6989,Monday,2026-03,14,Off-Peak,1.0,CCU-GAU,Kolkata,East,Guwahati,East,Netaji Subhas Chandra Bose International,India,Lokpriya Gopinath Bordoloi International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-060,AI0474,2026-03-16,47,PNQ,BLR,A320neo,2026-03-16 07:35:00,2026-03-16 08:05:00,2026-03-16 09:18:00,2026-03-16 09:53:00,30.0,Operated,127,186,0.6828,Monday,2026-03,7,Peak,0.0,PNQ-BLR,Pune,West,Bengaluru,South,Pune International,India,Kempegowda International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-061,AI0335,2026-03-16,33,HYD,COK,A321neo,2026-03-16 18:35:00,2026-03-16 18:55:00,2026-03-16 21:37:00,2026-03-16 22:02:00,20.0,Operated,196,220,0.8909,Monday,2026-03,18,Peak,0.0,HYD-COK,Hyderabad,South,Kochi,South,Rajiv Gandhi International,India,Cochin International,India,Airbus A321neo,4,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-062,AI0346,2026-03-16,34,HYD,GOI,A321neo,2026-03-16 18:15:00,2026-03-16 18:49:00,2026-03-16 21:40:00,2026-03-16 22:22:00,34.0,Operated,177,220,0.8045,Monday,2026-03,18,Peak,0.0,HYD-GOI,Hyderabad,South,Goa,West,Rajiv Gandhi International,India,Manohar International,India,Airbus A321neo,4,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-063,AI0167,2026-03-16,16,BOM,GOI,ATR72-600,2026-03-16 13:25:00,2026-03-16 13:44:00,2026-03-16 15:13:00,2026-03-16 15:59:00,19.0,Operated,35,72,0.4861,Monday,2026-03,13,Off-Peak,0.0,BOM-GOI,Mumbai,West,Goa,West,Chhatrapati Shivaji Maharaj International,India,Manohar International,India,ATR 72-600,6,Regional,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
FLT-20260316-064,AI0018,2026-03-16,1,DEL,BOM,A320neo,2026-03-16 12:50:00,2026-03-16 12:49:00,2026-03-16 14:39:00,2026-03-16 14:40:00,0.0,Operated,155,186,0.8333,Monday,2026-03,12,Off-Peak,1.0,DEL-BOM,Delhi,North,Mumbai,West,Indira Gandhi International,India,Chhatrapati Shivaji Maharaj International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,1
FLT-20260316-065,AI0091,2026-03-16,9,DEL,AMD,A320neo,2026-03-16 11:15:00,2026-03-16 11:49:00,2026-03-16 13:51:00,2026-03-16 14:41:00,34.0,Operated,166,186,0.8925,Monday,2026-03,11,Off-Peak,0.0,DEL-AMD,Delhi,North,Ahmedabad,West,Indira Gandhi International,India,Sardar Vallabhbhai Patel International,India,Airbus A320neo,5,Narrow-body,2026,3,March,2026-03,Q1,16,1,Weekday,1,0,0
